["#0000000040000002#","Vicinity","",1775526628]Welcome to AnarchyOnline
["#0000000042000004#","Other hit by nano","",1775526810]Ground Chief Aune was attacked with nanobots from Biggi3 for 1016 points of melee damage.
["#0000000040000001#","System","",1775526810]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526810]Unable to perform action, Ranged Ener skill is locked, able in 00:00:08
["#0000000040000001#","System","",1775526810]Unable to perform action, Grenade skill is locked, able in 00:00:04
["#0000000040000001#","System","",1775526810]Unable to perform action, Sharp Obj skill is locked, able in 00:00:19
["#0000000042000018#","Me Cast Nano","",1775526810]Executing Nano Program: Malaise of Zeal.
["#0000000040000001#","System","",1775526810]Briefcase attacked by Masked Commando!
["#0000000042000018#","Me Cast Nano","",1775526810]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526810]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526811]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526811]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526811]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526811]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000009#","Your pet hit by other","",1775526811]Briefcase hit Ground Chief Aune for 1706 points of melee damage. Glancing hit.
["#0000000042000018#","Me Cast Nano","",1775526811]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526811]Unable to execute nano program. You can't execute this nano on the target.
["#000000004200000a#","Other hit by other","",1775526811]Biggi3 hit Ground Chief Aune for 2371 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526811]Your target countered the nano program.
["#0000000042000018#","Me Cast Nano","",1775526811]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526811]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000004#","Other hit by nano","",1775526811]Ground Chief Aune was attacked with nanobots from Biggi3 for 2636 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526811]Masked Commando was attacked with nanobots from Biggi3 for 2547 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526811]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000042000018#","Me Cast Nano","",1775526811]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526811]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526811]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526811]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775526812]Champion of Light Artillery available.
["#0000000040000001#","System","",1775526812]Pistol Mastery available.
["#0000000040000001#","System","",1775526812]Unable to perform action, Fling Shot skill is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action, Burst skill is locked, able in 00:00:07
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:10
["#0000000040000001#","System","",1775526812]Action is not available.
["#0000000040000001#","System","",1775526812]Unable to perform action Pistol Mastery perk is locked, able in 00:00:22
["#0000000040000001#","System","",1775526812]Unable to perform action Pistol Mastery perk is locked, able in 00:00:23
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:56
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Nano Combat perk is locked, able in 00:01:00
["#0000000040000001#","System","",1775526812]Unable to perform action Loophole perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526812]Must be in combat mode.
["#0000000040000001#","System","",1775526812]You're unable to perform this action; please check the requirements of the item.
["#0000000040000001#","System","",1775526812]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526812]You must recently have Affected by Quick Shot running!
["#0000000040000001#","System","",1775526812]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526812]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526812]Unable to perform action, Fling Shot skill is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action, Burst skill is locked, able in 00:00:07
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:10
["#0000000040000001#","System","",1775526812]Action is not available.
["#0000000040000001#","System","",1775526812]Unable to perform action Pistol Mastery perk is locked, able in 00:00:22
["#0000000040000001#","System","",1775526812]Unable to perform action Pistol Mastery perk is locked, able in 00:00:23
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:56
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Nano Combat perk is locked, able in 00:01:00
["#0000000040000001#","System","",1775526812]Unable to perform action Loophole perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526812]Must be in combat mode.
["#0000000040000001#","System","",1775526812]You're unable to perform this action; please check the requirements of the item.
["#0000000042000008#","You hit other","",1775526812]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000040000001#","System","",1775526812]Unable to perform action, Fling Shot skill is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action, Burst skill is locked, able in 00:00:07
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526812]Unable to perform action Starfall perk is locked, able in 00:00:10
["#0000000040000001#","System","",1775526812]Action is not available.
["#0000000040000001#","System","",1775526812]Unable to perform action Pistol Mastery perk is locked, able in 00:00:22
["#0000000040000001#","System","",1775526812]Unable to perform action Pistol Mastery perk is locked, able in 00:00:23
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:56
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526812]Unable to perform action Champion of Nano Combat perk is locked, able in 00:01:00
["#0000000040000001#","System","",1775526812]Unable to perform action Loophole perk is locked, able in 00:00:03
["#0000000040000001#","System","",1775526812]Must be in combat mode.
["#0000000040000001#","System","",1775526812]You're unable to perform this action; please check the requirements of the item.
["#0000000040000001#","System","",1775526812]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526812]You must recently have Affected by Quick Shot running!
["#0000000040000001#","System","",1775526812]You are already running this action!
["#0000000040000001#","System","",1775526812]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526812]Please wait until previous action has finished.
["#000000004200000a#","Other hit by other","",1775526812]Biggi3's reflect shield hit Ground Chief Aune for 68 points of damage.
["#000000004200000a#","Other hit by other","",1775526812]Biggi3's damage shield hit Ground Chief Aune for 334 points of damage.
["#000000004200000a#","Other hit by other","",1775526812]Ground Chief Aune hit Biggi3 for 1817 points of cold damage.
["#000000004200000a#","Other hit by other","",1775526812]Biggi3 hit Ground Chief Aune for 4180 points of melee damage. Critical hit!
["#0000000042000009#","Your pet hit by other","",1775526812]Briefcase hit Ground Chief Aune for 1885 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526812]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#0000000040000001#","System","",1775526812]Target must recently have Affected by Thermal Detonation running!
